resourceId,name,area,description,resourceCategoryId,resourceModel,feeScheduleId,order,maxStay,minCapacity,maxCapacity,zoneCapacity,allowedEquipment,Adjacent To,Barrier Free,Conditions,Cooking Facilities,Dogs Allowed,Double Site,Electrical Service,Exposure,Fee Type,Fire Pit,Fire Pit Available,Fire Pit Location,Ground Cover,Number of Tent Pads,Obstructions,Off-Site Vehicle Parking,On-Site Vehicle Parking,Pad Slope,Park-Private,Picnic Table,Privacy,Pull-through,Quality,Restrictions,Roofed Barrier Free,Rooms,Service Type,Shoreline Access,Shower Distance (m),Shower Type,Site Length (m),Site Shade,Site Width (m),Sleeping Configuration,Swimming Conditions,Toilet,Toilet Distance (m),Toilet Type,Water Tap,Water Tap Distance (m),photo1,photo2,photo3,photo4,photo5,photo6
-2147475253,152,George Lake - B,"Site renumbered for 2026, previously was campsite 143.",-2147483648,0,-32684,1520,,1,6,,-32768/-32768,,No,,,,No,,,Premium Rate,,,Back Left,Gravel,,,Unlimited,1,None,,,Poor,No,Poor,,,,Non-Electric,,,,8.0,Partial Shade,7.0,,,,,,,,https://reservations.ontarioparks.ca/images/e040278b-6145-4fe8-a1e2-168048343f0b.jpg,https://reservations.ontarioparks.ca/images/0312cd70-dbe6-49b4-b218-1ee0a428fe4b.jpg,https://reservations.ontarioparks.ca/images/e59cd152-a6da-4ba1-8939-5a7908ef3e65.jpg,,,
-2147475355,C1,George Lake - B (Cabin),"Amenities: Propane fireplace, mini fridge, coffee maker, microwave, gas barbeque. Walk-in 300m in winter.<br>Site renumbered for 2026, previously was campsite 137.",-2147483645,0,-32755,2510,,,5,,,,,,Outdoor,No,No,15 Amps,,Regular Rate,,,,Gravel,,,,,,,,Good,,Average,"No Pets, No Motorboats",No,1.0,Electric,,180.0,Outdoor,11.0,,9.0,"Queen Bed, Single/Double Bunk Bed",,Outdoor,180.0,,Outdoor,100.0,https://reservations.ontarioparks.ca/images/67b875ab-a12f-4642-92f9-b33bea25fbaf.jpg,https://reservations.ontarioparks.ca/images/ed64a68e-73b2-4093-a639-38c21634d2be.jpg,https://reservations.ontarioparks.ca/images/49a54a6d-75ca-47f7-8b66-9da82ea713f5.jpg,https://reservations.ontarioparks.ca/images/82116402-60c5-4b15-b0c7-c44dcba21c61.jpg,https://reservations.ontarioparks.ca/images/0bcf5812-3da8-4b9b-a75c-be571e5fa5e0.jpg,
-2147475157,C2,George Lake - B (Cabin),"Amenities: Propane fireplace, mini fridge, coffee maker, microwave, gas barbeque.  Walk-in 300m in winter.<br>Site renumbered for 2026, previously was campsite 138.",-2147483645,0,-32755,2520,,,5,,,,,,Outdoor,Yes,No,15 Amps,,Regular Rate,,,Middle Left,Gravel,,,,,,,,Good,,Average,No Pets,No,1.0,Electric,,150.0,Outdoor,13.0,Partial Shade - AM Sun,6.0,"Queen Bed, Single/Double Bunk Bed",,Outdoor,150.0,,Outdoor,70.0,https://reservations.ontarioparks.ca/images/a67d45cb-b0ce-4274-8d99-7c74adbbc968.jpg,https://reservations.ontarioparks.ca/images/9d1ae56a-131b-452a-86d3-de6573d9aed9.jpg,https://reservations.ontarioparks.ca/images/10a8672d-fa27-4ee4-93ff-9a19ea86cb2c.jpg,https://reservations.ontarioparks.ca/images/be4e0682-a92c-4f2b-9510-498c508a9b8e.jpg,,
-2147475142,82,George Lake - C,,-2147483648,0,-32684,820,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766,Water Tap,No,"Above Avg. Vehicular Traffic, Above Avg. Pedestrian Traffic, Corner Site",,,No,,,Premium Rate,,,Middle Left,Gravel,,Tree(s),Unlimited,1,Slight,,,Poor,No,Average,No Tents,,,Non-Electric,,,,8.0,Partial Shade - PM Sun,8.0,,,,,,,,https://reservations.ontarioparks.ca/images/eb6451a2-75fc-4d93-b0e5-5973d3bcbb0e.jpg,https://reservations.ontarioparks.ca/images/5a3fff0a-75e4-4321-819d-f792f2793e29.jpg,https://reservations.ontarioparks.ca/images/dc706564-0f4c-4835-83ef-10a06f341a06.jpg,,,
-2147475261,83,George Lake - C,,-2147483648,0,-32684,830,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766,,No,,,,No,,,Premium Rate,,,Back Centre,Gravel,,,Unlimited,1,Moderate,,,Average,No,Average,No Tents,,,Non-Electric,,,,6.0,Partial Shade - PM Sun,10.0,,,,,,,,https://reservations.ontarioparks.ca/images/dfb41bc7-df7a-4cdf-9f41-1f9866288b6f.jpg,https://reservations.ontarioparks.ca/images/d35a4b6d-948b-4ef0-9273-9fb8b6418fd3.jpg,https://reservations.ontarioparks.ca/images/e450452c-ed54-4c9f-8b9e-48b8a62a86ba.jpg,,,
-2147475322,84,George Lake - C,,-2147483648,0,-32684,840,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766,,No,,,,No,,,Premium Rate,,,Back Centre,Gravel,,Tree(s),Unlimited,1,Slight,,,Good,No,Good,No Tents,,,Non-Electric,,,,8.0,Full Shade,12.0,,,,,,,,https://reservations.ontarioparks.ca/images/4f06f655-d190-4e38-8ac3-f709593172fc.jpg,https://reservations.ontarioparks.ca/images/b4378639-5ffd-4459-8ebf-bba8988c5ec5.jpg,https://reservations.ontarioparks.ca/images/5c141cde-1a1c-4fe5-aa1a-5bae4796fbf8.jpg,,,
-2147475189,91,George Lake - C,"Site renumbered for 2026, previously was campsite 87.",-2147483648,0,-32684,910,,1,6,,-32768/-32768,"Beach, Body of Water",No,,,,No,,,Premium Rate,,,Back Centre,Gravel,,,Unlimited,1,Slight,,,Poor,No,Good,No Tents,,,Non-Electric,,,,7.0,Partial Shade,7.0,,,,,,,,https://reservations.ontarioparks.ca/images/c3dbc9c3-c044-44fe-9cf0-dd709954bb8c.jpg,https://reservations.ontarioparks.ca/images/17f2927d-c873-4066-b976-4e317d0e4f65.jpg,https://reservations.ontarioparks.ca/images/d493de11-d130-4f5b-ab34-5e099613c315.jpg,,,
-2147475144,92,George Lake - C,"Site renumbered for 2026, previously was campsite 88.",-2147483648,0,-32684,920,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766,Body of Water,No,Windy,,,No,,,Premium Rate,,,Middle Left,Gravel,,Tree(s),Unlimited,1,Slight,,,Average,No,Good,No Tents,,,Non-Electric,,,,7.0,Partial Shade,9.0,,,,,,,,https://reservations.ontarioparks.ca/images/3b411ce7-8720-4efe-9e66-0a6e3253fad8.jpg,https://reservations.ontarioparks.ca/images/f6120a81-8361-4888-b8bf-4afaf4290a9c.jpg,https://reservations.ontarioparks.ca/images/2c412951-f8dc-406e-bdaf-a54d409a2f5a.jpg,,,
-2147475191,93,George Lake - C,"Site renumbered for 2026, previously was campsite 89.",-2147483648,0,-32684,930,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766,Body of Water,No,Windy,,,No,,,Premium Rate,,,Middle Right,Gravel,,Stumps,Unlimited,1,Slight,,,Average,No,Good,No Tents,,,Non-Electric,,,,6.0,Full Shade,11.0,,,,,,,,https://reservations.ontarioparks.ca/images/03a88457-49f0-493f-b815-6108eb10831a.jpg,https://reservations.ontarioparks.ca/images/7b3dd05a-26cf-45e4-9185-fb4c4ba1a18a.jpg,https://reservations.ontarioparks.ca/images/ec5513a2-305b-4286-98ad-753a46209490.jpg,,,
-2147475290,94,George Lake - C,"Site renumbered for 2026, previously was campsite 90.",-2147483648,0,-32684,940,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766,,No,,,,No,,,Premium Rate,,,Middle Left,Gravel,,Tree(s),Unlimited,1,Slight,,,Average,No,Good,No Tents,,,Non-Electric,,,,8.0,Partial Shade,10.0,,,,,,,,https://reservations.ontarioparks.ca/images/723ddadc-f3c0-4bc9-a7f0-d82573f913c5.jpg,https://reservations.ontarioparks.ca/images/b0cf9d2c-d76b-4444-a733-eb1a49949ffe.jpg,,,,
-2147475270,95,George Lake - C,"Site renumbered for 2026, previously was campsite 91.",-2147483648,0,-32684,950,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766,,No,,,,No,,,Premium Rate,,,Middle Left,Gravel,,,Unlimited,1,Slight,,,Average,No,Good,No Tents,,,Non-Electric,,,,7.0,Partial Shade,6.0,,,,,,,,https://reservations.ontarioparks.ca/images/43181193-2bbd-440e-995c-b3af1ef3cfae.jpg,https://reservations.ontarioparks.ca/images/845c662c-4321-4897-b44f-b9952fb56975.jpg,https://reservations.ontarioparks.ca/images/bd7f8f5a-47f6-43ff-9c54-92e514d7464a.jpg,,,
-2147475198,96,George Lake - C,"Site renumbered for 2026, previously was campsite 92.",-2147483648,0,-32684,960,,1,6,,-32768/-32768,,No,,,,No,,,Premium Rate,,,Middle Left,Gravel,,Tree(s),Unlimited,1,Moderate,,,Average,No,Good,No Tents,,,Non-Electric,,,,8.0,Partial Shade,8.0,,,,,,,,https://reservations.ontarioparks.ca/images/7383ec59-aa30-41b4-801c-f44773569eec.jpg,https://reservations.ontarioparks.ca/images/aa5ca943-cd84-4f60-9ee1-bbd4ef27a3bb.jpg,https://reservations.ontarioparks.ca/images/c8c242a8-44dc-4159-9dd4-2110fe9c9c47.jpg,,,
-2147475171,97,George Lake - C,"Site renumbered for 2026, previously was campsite 93.",-2147483648,0,-32684,970,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766,"Privy, Water Tap, Wetland/Marsh",No,,,,No,,,Premium Rate,,,Middle Left,Gravel,,,Unlimited,1,Slight,,,Average,No,Average,No Tents,,,Non-Electric,,,,7.0,Partial Shade,10.0,,,,,,,,https://reservations.ontarioparks.ca/images/88120c1d-4cef-4b51-ba87-b90dbc59f295.jpg,https://reservations.ontarioparks.ca/images/747a29ef-5c88-4b0f-837a-95eaf2d82e02.jpg,https://reservations.ontarioparks.ca/images/33270ee9-b826-4da5-ab33-aaaf5fb25efd.jpg,,,
-2147475247,98,George Lake - C,"Site renumbered for 2026, previously was campsite 97.",-2147483648,0,-32684,980,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766,Wetland/Marsh,No,,,,No,,,Premium Rate,,,Back Centre,Gravel,,Root(s),Unlimited,1,Slight,,,Good,No,Good,No Tents,,,Non-Electric,,,,5.0,Partial Shade - AM Sun,15.0,,,,,,,,https://reservations.ontarioparks.ca/images/90ec8ca9-25a4-4402-9661-8c9504b85ff1.jpg,https://reservations.ontarioparks.ca/images/2aab3223-56e0-44bf-b860-1f2bc9d23566.jpg,,,,
-2147475351,99,George Lake - C,Parking at campsite post. Short walk into site required.,-2147483648,0,-32684,990,,1,6,,-32768/-32768,Wetland/Marsh,No,,,,No,,,Premium Rate,,,Middle Right,Gravel,,,Unlimited,1,Slight,,,Poor,No,Average,"Walk In, No Tents",,,Non-Electric,,,,8.0,Partial Shade,6.0,,,,,,,,https://reservations.ontarioparks.ca/images/98f1d8f9-644a-42d9-93bd-7ef1d4a58507.jpg,https://reservations.ontarioparks.ca/images/96788599-48e3-4d7b-a870-042b0e4f5bf4.jpg,https://reservations.ontarioparks.ca/images/9009a091-fb3a-43cd-8144-32860e3ad9d9.jpg,,,
-2147475297,100,George Lake - C,,-2147483648,0,-32684,1000,,1,6,,-32768/-32768,Privy,No,"Above Avg. Vehicular Traffic, Above Avg. Pedestrian Traffic",,,No,,,Premium Rate,,,Middle Left,Gravel,,Rock(s),Unlimited,1,Moderate,,,Poor,No,Poor,No Tents,,,Non-Electric,,,,10.0,Partial Shade - AM Sun,6.0,,,,,,,,https://reservations.ontarioparks.ca/images/f542f905-7869-4345-a990-c2b19824c2a4.jpg,https://reservations.ontarioparks.ca/images/ecd3014b-9078-4df4-8c3a-bba6236c5992.jpg,,,,
-2147475224,101,George Lake - C,,-2147483648,0,-32684,1010,,1,6,,-32768/-32768; -32768/-32767,Wetland/Marsh,No,"Above Avg. Vehicular Traffic, Above Avg. Pedestrian Traffic",,,No,,,Premium Rate,,,Middle Right,Gravel,,,Unlimited,1,Slight,,,Poor,No,Average,No Tents,,,Non-Electric,,,,7.0,Partial Shade - PM Sun,10.0,,,,,,,,https://reservations.ontarioparks.ca/images/f3acb840-2ff4-4e3a-b1d0-abf78c5a5c14.jpg,https://reservations.ontarioparks.ca/images/6ff47fde-6914-46c7-aad5-e3aa4ce3c223.jpg,https://reservations.ontarioparks.ca/images/a888924a-a24a-4716-8062-e5799f5c653a.jpg,,,
-2147475230,102,George Lake - C,,-2147483648,0,-32684,1020,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766,Wetland/Marsh,No,"Above Avg. Vehicular Traffic, Above Avg. Pedestrian Traffic",,,No,,,Premium Rate,,,Back Centre,Gravel,,Tree(s),Unlimited,1,Slight,,,Poor,No,Average,No Tents,,,Non-Electric,,,,8.0,Full Shade,10.0,,,,,,,,https://reservations.ontarioparks.ca/images/52934589-0f87-453f-8d82-0ad0b73da61b.jpg,https://reservations.ontarioparks.ca/images/34f698cf-b769-4790-8d30-6083ac076d86.jpg,https://reservations.ontarioparks.ca/images/e6f4b0a4-d19d-4ce6-b755-7521e1d5fe0a.jpg,,,
-2147475269,103,George Lake - C,,-2147483648,0,-32684,1030,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766; -32768/-32765,Water Tap,No,"Above Avg. Vehicular Traffic, Above Avg. Pedestrian Traffic, Corner Site",,,No,,,Premium Rate,,,Back Centre,Gravel,,Root(s),Unlimited,1,,,,Poor,No,Average,No Tents,,,Non-Electric,,,,7.0,Partial Shade - AM Sun,9.0,,,,,,,,https://reservations.ontarioparks.ca/images/a50467ec-612f-4c34-b867-e093a0753e95.jpg,https://reservations.ontarioparks.ca/images/c0718472-e078-4dcc-bf52-9e7645d5c047.jpg,https://reservations.ontarioparks.ca/images/641569c1-17ad-459c-8126-1cec804c1054.jpg,,,
-2147475239,104,George Lake - C,,-2147483648,0,-32684,1040,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766; -32768/-32765,,No,"Above Avg. Vehicular Traffic, Above Avg. Pedestrian Traffic",,,No,,,Premium Rate,,,Middle Left,Gravel,,,Unlimited,1,Slight,,,Average,No,Average,No Tents,,,Non-Electric,,,,8.0,Partial Shade - AM Sun,10.0,,,,,,,,https://reservations.ontarioparks.ca/images/7ec04f91-90a4-48ae-b6c6-a2729b1e80c5.jpg,https://reservations.ontarioparks.ca/images/2d203ed7-d403-4233-aac5-b43df80559c8.jpg,https://reservations.ontarioparks.ca/images/1d555151-a2e3-47fb-aa60-0100632e4a15.jpg,,,
-2147475344,105,George Lake - C,,-2147483648,0,-32684,1050,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766; -32768/-32765,Water Tap,No,"Above Avg. Vehicular Traffic, Above Avg. Pedestrian Traffic",,,No,,,Premium Rate,,,Middle Left,Gravel,,,Unlimited,1,Slight,,,Average,No,Average,No Tents,,,Non-Electric,,,,9.0,Partial Shade - AM Sun,9.0,,,,,,,,https://reservations.ontarioparks.ca/images/4e249ba2-fc09-4310-b047-6a2d0959dabe.jpg,https://reservations.ontarioparks.ca/images/d3eff259-b055-4109-b0a0-8c4915371bad.jpg,,,,
-2147475335,106,George Lake - C,,-2147483648,0,-32684,1060,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766; -32768/-32765,Water Tap,No,"Above Avg. Vehicular Traffic, Above Avg. Pedestrian Traffic",,,No,,,Premium Rate,,,Middle Left,Gravel,,,Unlimited,1,Slight,,,Average,No,Average,No Tents,,,Non-Electric,,,,8.0,Partial Shade - AM Sun,10.0,,,,,,,,https://reservations.ontarioparks.ca/images/36538c3f-fdf8-4d77-ac84-60e1e91b3191.jpg,https://reservations.ontarioparks.ca/images/b92afb4b-fbc2-4da4-8a02-0be7dc5d13bb.jpg,https://reservations.ontarioparks.ca/images/0c5ba06a-1c70-4066-a08d-e8c0f1a8c2ab.jpg,,,
-2147475170,107,George Lake - C,,-2147483648,0,-32684,1070,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766; -32768/-32765,,No,"Above Avg. Vehicular Traffic, Above Avg. Pedestrian Traffic",,,No,,,Premium Rate,,,Middle Right,Gravel,,,Unlimited,1,Moderate,,,Average,No,Average,No Tents,,,Non-Electric,,,,12.0,Full Shade,7.0,,,,,,,,https://reservations.ontarioparks.ca/images/f1ca01d4-0cdc-4c5f-a8d2-a392c5624927.jpg,https://reservations.ontarioparks.ca/images/72c21caf-82e8-451d-af11-6db197af187a.jpg,,,,
-2147475256,108,George Lake - C,Parking at campsite post. Short walk into site required.,-2147483648,0,-32684,1080,,1,6,,-32768/-32768; -32768/-32767,,No,,,,No,,,Premium Rate,,,Middle Left,Gravel,,Tree(s),Unlimited,1,Moderate,,,Good,No,Average,"Walk In, No Tents",,,Non-Electric,,,,6.0,Partial Shade - AM Sun,10.0,,,,,,,,https://reservations.ontarioparks.ca/images/7e5296b2-7915-44e6-b9db-b310b4ccf458.jpg,https://reservations.ontarioparks.ca/images/be27bec7-d1dd-4a0b-81c5-797b1bfd5566.jpg,https://reservations.ontarioparks.ca/images/b25593b4-e295-48e4-b190-6f32af6610a7.jpg,,,
-2147475316,109,George Lake - C,"Site renumbered for 2026, previously was campsite 111.",-2147483648,0,-32684,1090,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766,,No,,,,No,,,Premium Rate,,,Middle Left,Gravel,,,Unlimited,1,None,,,Good,No,Good,No Tents,,,Non-Electric,,,,5.0,Full Shade,9.0,,,,,,,,https://reservations.ontarioparks.ca/images/5344de7e-cfae-407b-9e8f-20ac212cf9e3.jpg,https://reservations.ontarioparks.ca/images/b0d3ba4c-88b5-4b5c-80bd-478fb723f435.jpg,https://reservations.ontarioparks.ca/images/67212da6-22d1-45b0-8d09-e78a9d2634a2.jpg,,,
-2147475298,110,George Lake - C,"Site renumbered for 2026, previously was campsite 112.",-2147483648,0,-32684,1100,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766,,No,,,,No,,,Premium Rate,,,Middle Right,Gravel,,Tree(s),Unlimited,1,Slight,,,Good,No,Good,No Tents,,,Non-Electric,,,,11.0,Full Shade,9.0,,,,,,,,https://reservations.ontarioparks.ca/images/3449cd38-e52d-4cb4-ab6f-ce47ad142b39.jpg,https://reservations.ontarioparks.ca/images/4c885e63-bb35-428c-9c14-8d31f2846a5c.jpg,,,,
-2147475240,111,George Lake - C,"Site renumbered for 2026, previously was campsite 113.",-2147483648,0,-32684,1110,,1,6,,-32768/-32768; -32768/-32767; -32768/-32766; -32768/-32765,,No,,,,No,,,Premium Rate,,,Back Centre,Gravel,,Tree(s),Unlimited,1,Slight,,,Good,No,Good,No Tents,,,Non-Electric,,,,12.0,Partial Shade - AM Sun,6.0,,,,,,,,https://reservations.ontarioparks.ca/images/a96fd97c-215a-4120-a10e-7e46af8aa8e3.jpg,https://reservations.ontarioparks.ca/images/b41bb0e3-2bd7-4073-b1f4-3a7fb29b5d16.jpg,,,,
-2147459625,201 - Grace Lake,Grace Lake,,-2147483641,2,-32736,5010,,1,9,1,,Body of Water,No,,,,No,,East,Regular Rate,Rocks,Yes,Centre,"Soil, Rock(s)",4,"Tree(s), Root(s)",,,Slight,,No,Good,,Good,"Tents Only, Generator Free",,,,Easy,,,,Partial Shade - AM Sun,,,Rock Shoreline,,,Privy Box,,,https://reservations.ontarioparks.ca/images/fdd09ee2-ea09-4ba3-8ef7-b00f629f2e42.jpg,https://reservations.ontarioparks.ca/images/c4eaec81-0d8c-4997-b1fc-385d048b60db.jpg,https://reservations.ontarioparks.ca/images/500c0278-608d-4fb6-a69a-80ceae2c9445.jpg,https://reservations.ontarioparks.ca/images/119ea239-907b-4f7c-abb5-6b73fd09a5b9.jpg,,
-2147459624,202 - Grace Lake,Grace Lake,,-2147483641,2,-32736,5020,,1,9,1,,Body of Water,No,,,,No,,South,Regular Rate,Rocks,Yes,Front Centre,"Soil, Rock(s)",4,"Tree(s), Root(s)",,,Slight,,No,Good,,Good,"Tents Only, Generator Free",,,,Easy,,,,Partial Shade - PM Sun,,,Rock Shoreline,,,Privy Box,,,https://reservations.ontarioparks.ca/images/c2b00ab7-ff1f-4413-aeef-1321646137e6.jpg,https://reservations.ontarioparks.ca/images/0dba44a5-06c5-4ea0-b7a6-1cc0843311cb.jpg,https://reservations.ontarioparks.ca/images/1f7675d5-55a6-4a7e-87d0-642e0a887a76.jpg,https://reservations.ontarioparks.ca/images/a7ea9ff6-a1a3-4a4f-8480-35746538e118.jpg,https://reservations.ontarioparks.ca/images/5efef237-a951-474d-b4ea-3a4aa665356e.jpg,
-2147459623,203 - Grace Lake,Grace Lake,,-2147483641,2,-32736,5030,,1,9,1,,Body of Water,No,,,,No,,West,Regular Rate,Rocks,Yes,Centre,"Soil, Rock(s)",4,"Tree(s), Root(s)",,,Slight,,No,Good,,Good,"Tents Only, Generator Free",,,,Easy,,,,Partial Shade - PM Sun,,,Rock Shoreline,,,Privy Box,,,https://reservations.ontarioparks.ca/images/846e5b4b-8098-4e4f-8bf2-b4b7003b3e96.jpg,https://reservations.ontarioparks.ca/images/456214b5-cfed-4128-8731-b6c6c2e23dd7.jpg,https://reservations.ontarioparks.ca/images/84af6ccf-d3a1-49ce-8e2c-584c32883cac.jpg,,,
-2147459131,DVP - Granite Ridge,Granite Ridge,"This permit is valid only from 8:00 am to the posted day-use closing time.  This permit is not transferrable between other locations in the park including The Crack and Chikanishing Access Points.

This parking area is located directly across the highway from the Park Office and can be used to access the George Lake Campground and the beaches therein.

Granite Ridge Trail 2 km (1 hour) moderate.

Providing views of the unique La Cloche Mountains for which Killarney is renowned the trail winds through old fields and forests and climbs to a ridge with two lookouts over the park. To the south, your eye moves along the shore from Collin’s Inlet and Philip Edward Island to the expanse of Georgian Bay. To the north, see the spectacular La Cloche Mountains.",-2147483585,2,-31568,10050,1,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://reservations.ontarioparks.ca/images/242213bd-c2ac-4bd9-8ca0-b6c4b11896b1.png,,,,,
-2147459109,DVP InPark - Granite Ridge,Granite Ridge,,-2147483586,2,-31568,11050,1,,,999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-2147459596,241 - Great Mountain Lake,Great Mountain Lake,,-2147483641,2,-32736,5410,,1,9,1,,Body of Water,No,Split Level Site,,,No,,South,Regular Rate,Rocks,Yes,Centre,"Soil, Rock(s)",4,"Tree(s), Hill",,,None,,No,Good,,Good,"Tents Only, Generator Free",,,,Easy,,,,Partial Shade - AM Sun,,,Rock Shoreline,,,Privy Box,,,https://reservations.ontarioparks.ca/images/dbd6ea6c-3deb-4cf9-bf16-c6b89a9e7804.jpg,https://reservations.ontarioparks.ca/images/bbdb1330-0616-46f6-a470-998be917eba1.jpg,https://reservations.ontarioparks.ca/images/42b64ed7-ff33-4926-96e6-64655c6620e4.jpg,,,
-2147459595,242 - Great Mountain Lake,Great Mountain Lake,,-2147483641,2,-32736,5420,,1,9,1,,Body of Water,No,Island Site,,,No,,West,Regular Rate,Rocks,Yes,Centre,"Soil, Rock(s)",3,"Rock(s), Tree(s)",,,Slight,,No,Good,,Good,"Tents Only, Generator Free",,,,Easy,,,,Partial Shade - PM Sun,,,Rock Shoreline,,,Privy Box,,,https://reservations.ontarioparks.ca/images/00dfde7b-2a7b-44df-b923-433d53eafa77.jpg,https://reservations.ontarioparks.ca/images/5dae0aa9-9486-4c9e-9f48-9537a3d528a6.jpg,https://reservations.ontarioparks.ca/images/69137666-e555-4c2d-be04-fb32e769a685.jpg,,,
-2147459594,243 - Great Mountain Lake,Great Mountain Lake,,-2147483641,2,-32736,5430,,1,9,1,,Body of Water,No,,,,No,,East,Regular Rate,Rocks,Yes,Centre,"Soil, Rock(s)",4,"Tree(s), Root(s)",,,None,,No,Good,,Good,"Tents Only, Generator Free",,,,Easy,,,,Full Shade,,,Rock Shoreline,,,Privy Box,,,https://reservations.ontarioparks.ca/images/3269637c-4e8e-4cd4-b614-fa515c125878.jpg,https://reservations.ontarioparks.ca/images/07367276-69fd-4b37-af7f-4ca687642692.jpg,https://reservations.ontarioparks.ca/images/773a21f4-ea5a-418c-a0fb-670fc42ae27c.jpg,,,
-2147459665,141 - Grey Lake,Grey Lake,,-2147483641,2,-32736,4410,,1,9,1,,Body of Water,No,,,,No,,East,Regular Rate,Rocks,Yes,Back Centre,"Soil, Rock(s)",3,"Rock(s), Hill",,,Slight,,No,Good,,Good,"Tents Only, Generator Free",,,,Easy,,,,Partial Shade - AM Sun,,,"Weeds Present, Rock Shoreline",,,Privy Box,,,https://reservations.ontarioparks.ca/images/bad9fb7a-879a-4725-b77c-b481691beb3d.jpg,https://reservations.ontarioparks.ca/images/f423b3b8-f243-4b87-a2b5-34c5beedb6e7.jpg,https://reservations.ontarioparks.ca/images/201298d6-bafb-43bb-8fdf-b43532db2941.jpg,,,
-2147459664,142 - Grey Lake,Grey Lake,,-2147483641,2,-32736,4420,,1,9,1,,Body of Water,No,,,,No,,West,Regular Rate,Rocks,Yes,Centre,"Soil, Rock(s)",3,"Tree(s), Root(s)",,,Slight,,No,Good,,Good,"Tents Only, Generator Free",,,,Easy,,,,Partial Shade - PM Sun,,,"Weeds Present, Rock Shoreline",,,Privy Box,,,https://reservations.ontarioparks.ca/images/180ea56c-64d1-413f-bb15-47217d181326.jpg,https://reservations.ontarioparks.ca/images/06b9bc03-8dae-4b9f-b3f0-2b8b9e53ef0f.jpg,https://reservations.ontarioparks.ca/images/321936c3-c3c0-4f06-8a96-3d05824e7cf2.jpg,https://reservations.ontarioparks.ca/images/18f1e495-5bf6-4b6b-9ebd-7bec57670f05.jpg,,
-2147459663,143 - Grey Lake,Grey Lake,,-2147483641,2,-32736,4430,,1,9,1,,Body of Water,No,,,,No,,East,Regular Rate,Rocks,Yes,Centre,"Soil, Rock(s)",4,"Tree(s), Root(s)",,,Slight,,No,Good,,Good,"Tents Only, Generator Free",,,,Easy,,,,Partial Shade - AM Sun,,,Rock Shoreline,,,Privy Box,,,https://reservations.ontarioparks.ca/images/b7a2eb9a-f022-439a-9911-710ac9255654.jpg,https://reservations.ontarioparks.ca/images/5d6bed71-b0da-4543-867f-bba19d4b2355.jpg,https://reservations.ontarioparks.ca/images/36f1931e-d25b-4333-861f-e812bc41cbc1.jpg,https://reservations.ontarioparks.ca/images/2f1af2d1-2fc9-4f71-aba1-fcbf8d4fedc8.jpg,,
-2147459662,144 - Grey Lake,Grey Lake,,-2147483641,2,-32736,4440,,1,9,1,,Body of Water,No,,,,No,,"North, West",Regular Rate,Rocks,Yes,Centre,"Soil, Rock(s)",4,"Tree(s), Root(s)",,,Slight,,No,Good,,Good,"Tents Only, Generator Free",,,,Easy,,,,Partial Shade - PM Sun,,,Rock Shoreline,,,Privy Box,,,https://reservations.ontarioparks.ca/images/500ab756-1d60-489c-a3fd-6b01312b566a.jpg,https://reservations.ontarioparks.ca/images/182f7671-b0b1-482a-bff6-15a0287ca8f8.jpg,https://reservations.ontarioparks.ca/images/94f2a321-2f9f-4b4b-b9c8-e43a029a1940.jpg,,,
-2147459600,235 - Grow Lake,Grow Lake,,-2147483641,2,-32736,5350,,1,9,1,,Body of Water,No,,,,No,,West,Regular Rate,Rocks,Yes,Centre,"Soil, Rock(s)",4,"Rock(s), Tree(s)",,,Slight,,No,Good,,Good,"Tents Only, Generator Free",,,,Easy,,,,Partial Shade - PM Sun,,,Rock Shoreline,,,Privy Box,,,https://reservations.ontarioparks.ca/images/36799dc6-f695-4e1a-ba29-059313b7b0e7.jpg,https://reservations.ontarioparks.ca/images/bd7905d9-77d5-4a0e-8c3b-f9f7ce8c8010.jpg,https://reservations.ontarioparks.ca/images/e9fb0d74-ea33-461a-9ccf-e65b56841eb8.jpg,,,
